nồng độ,R2,MAE,MAPE,RMSE
250500,0.9762077791846363,0.1351150889191958,50.079027992846804,0.2089071959931121
500500,0.9583640399064404,0.11783011601561222,197.62304706683202,0.1853674590216016
750500,0.9608747476982452,0.11706633878044373,92.48585178157133,0.17909482829621762
