Timestamp,Date time,ccseCO2,ccsTVOC,scdCO2,scdTEMP,scdHUMID,H2S_boardtemp,NH3_concentration,NH3_boardtemp,CH4RAWppm
1717642818245,2024-06-06 10:00:18,-0.2266954773132514,-0.224301673202637,0.6696728144301322,-2.05527187123422,0.3207161807678768,-2.601306686243314,-1.0161724560437695,-2.7964093620883053,-2.197599147678036
1717642898220,2024-06-06 10:01:38,-0.2114744169768884,-0.224301673202637,0.9358683343347218,-2.298978093720062,0.9000461254856404,-2.445563713039174,-1.0161724560437695,-2.716109251857234,-2.059781010272102
1717642978200,2024-06-06 10:02:58,0.009230957900375394,0.0014353391886995819,0.9802342543188202,-2.174376417554376,0.8032991750715921,-2.3675729681268125,-1.0161724560437695,-2.555263217830257,-1.892776286589135
1717643058096,2024-06-06 10:04:18,0.009230957900375394,0.0014353391886995819,0.7362216944062796,-2.009462432981123,0.6423421990435021,-2.3675729681268125,-1.0161724560437695,-2.4747158621253065,-1.8266339308796664
1717643138157,2024-06-06 10:05:38,-0.04784801836098593,-0.048728441342708546,0.6253068944460338,-1.8500455851154995,0.4669883528333125,-2.211343236158623,-1.0161724560437695,-2.4747158621253065,-1.8452953885759666
1717643217973,2024-06-06 10:06:57,-0.07448487394962121,-0.0738103316084126,0.31474545455734576,-1.7291086667548996,0.3400079818301444,-2.1331028378051164,-1.0161724560437695,-2.2325491209272994,-1.527356236059346
1717643297988,2024-06-06 10:08:17,-0.12775858512689178,-0.12397411213982074,0.31474545455734576,-1.6246631379308987,0.2769497026604687,-2.054778756080279,-1.0161724560437695,-2.313356654505716,-1.4930112007141476
1717643377876,2024-06-06 10:09:37,0.009230957900375394,0.0014353391886995819,0.4034772945255424,-1.5623623032791045,0.19287199710089745,-1.9763723876569497,-1.0161724560437695,-2.1516539017607896,-1.6615541824276663
1717643457821,2024-06-06 10:10:57,0.009230957900375394,0.0014353391886995819,0.2260136145891492,-1.500061461765213,0.13067753059503293,-2.054778756080279,-1.0161724560437695,-2.070669565097141,-1.5062652706360713
1717643537768,2024-06-06 10:12:17,0.043478343657192185,0.026517229454403646,0.29256249456529665,-1.413939715104548,0.04228076360342788,-1.8978809391894587,-1.0161724560437695,-2.070669565097141,-1.4052349864694773
1717643617704,2024-06-06 10:13:37,-0.1505901756314363,-0.1490560024055248,0.1816476946050509,-1.3809569223071545,-0.009835896039398525,-1.8978809391894587,-1.0161724560437695,-1.98959610339999,-1.4972682214813338
1717643697670,2024-06-06 10:14:57,-0.35607449017233705,-0.3747930147968614,0.1816476946050509,-1.3443093717046752,-0.053314434705176945,-1.8193030213173935,-1.0161724560437695,-2.070669565097141,-1.498981050788564
1717643777582,2024-06-06 10:16:17,-0.4359850569382429,-0.4500386855939736,0.11509881462890346,-1.318656080793263,-0.11032603088924645,-1.8193030213173935,-1.0161724560437695,-1.908433516669336,-1.4203001297539721
1717643857640,2024-06-06 10:17:37,-0.04784801836098593,-0.048728441342708546,0.11509881462890346,-1.291170417841404,-0.15380456955502755,-1.7406386267283305,-1.0161724560437695,-1.908433516669336,-1.4932452655240258
1717643937484,2024-06-06 10:18:57,-0.04784801836098593,-0.048728441342708546,0.07073289464480517,-1.261852375987001,-0.20592122919785127,-1.7406386267283305,-1.0161724560437695,-1.908433516669336,-1.470376104041322
1717644017474,2024-06-06 10:20:17,-0.11634278987461952,-0.12397411213982074,0.004184014668657735,-1.2435286006857627,-0.21657491117009867,-1.7406386267283305,-1.0161724560437695,-1.8271775016416836,-1.470376104041322
1717644097362,2024-06-06 10:21:37,-0.4892587681155135,-0.5002024661253817,-0.04018190531544056,-1.2361990919376864,-0.2704191961405502,-1.6618877554222695,-1.0161724560437695,-1.8271775016416836,-1.436207987618691
1717644177340,2024-06-06 10:22:57,-0.3142165742473388,-0.32462923426545326,0.048549934652756026,-1.2123781867909131,-0.2830884391079997,-1.6618877554222695,-1.0161724560437695,-1.8271775016416836,-1.4436248966581247
1717644257242,2024-06-06 10:24:17,-0.35987975525642785,-0.3747930147968614,0.048549934652756026,-1.1903896536845866,-0.3265669777737808,-1.6618877554222695,-1.0161724560437695,-1.6643923462405985,-1.5149131772374518
1717644337202,2024-06-06 10:25:37,-0.4207639966018799,-0.4249567953282695,-0.04018190531544056,-1.1720658783833482,-0.3547848392547234,-1.5830462320055545,-1.0161724560437695,-1.6643923462405985,-1.359545980484851
1717644417136,2024-06-06 10:26:57,-0.4207639966018799,-0.4249567953282695,-0.01799894532339141,-1.1372506998213152,-0.3697575807719823,-1.5041182318718418,-1.0161724560437695,-1.6643923462405985,-1.43408534840196
1717644497118,2024-06-06 10:28:17,-0.683327287404142,-0.7008575882510142,0.02636697466070688,-1.129921191073239,-0.3527692763724963,-1.5830462320055545,-1.0161724560437695,-1.6643923462405985,-1.3638417538263166
1717644577109,2024-06-06 10:29:37,-0.3712955505087001,-0.3747930147968614,-0.062364865307489706,-1.1262564401302484,-0.3377965348552374,-1.5830462320055545,-1.0161724560437695,-1.6643923462405985,-1.3001703939180758
1717644657080,2024-06-06 10:30:57,-0.41695873151778917,-0.4249567953282695,0.02636697466070688,-1.100603149218836,-0.36601439444915507,-1.4250981756422123,-1.0161724560437695,-1.5828603420490774,-1.4382578251871947
1717644736932,2024-06-06 10:32:16,-0.45120611727460597,-0.4500386855939736,-0.01799894532339141,-1.0914412615682156,-0.3688937681081684,-1.5041182318718418,-1.0161724560437695,-1.5828603420490774,-1.4100411614216737
1717644816867,2024-06-06 10:33:36,-0.4321797918541522,-0.4500386855939736,-0.08454782529953885,-1.0547937109657362,-0.3614073973495416,-1.4250981756422123,-1.0161724560437695,-1.5012363414696035,-1.3584997307520001
1717644896794,2024-06-06 10:34:56,-0.6414693714791437,-0.650693807719606,-0.12891374528363714,-1.0346375567619537,-0.40488593790234506,-1.4250981756422123,-1.0161724560437695,-1.5012363414696035,-1.406217043273075
1717644976728,2024-06-06 10:36:16,-0.5653640697973286,-0.5754481369224939,-0.106730785291588,-1.019978539265801,-0.48061346003947564,-1.3459888639747628,-1.0161724560437695,-1.5012363414696035,-1.3427914946127115
1717645056688,2024-06-06 10:37:36,-0.5273114189564211,-0.5252843563910857,-0.12891374528363714,-1.00165476396456,-0.5030725723153613,-1.3459888639747628,-1.0161724560437695,-1.5012363414696035,-1.2946984233082228
1717645136615,2024-06-06 10:38:56,-0.4892587681155135,-0.5002024661253817,-0.15109670527568628,-0.9760014730531478,-0.49443445322534363,-1.3459888639747628,-1.0161724560437695,-1.419517465611355,-1.3346340284755882
1717645216648,2024-06-06 10:40:16,-0.496869298283695,-0.5002024661253817,-0.17327966526773544,-0.9540129468089188,-0.49673795177515034,-1.4250981756422123,-1.0161724560437695,-1.419517465611355,-1.3660293678368853
1717645296565,2024-06-06 10:41:36,-0.6376641063950529,-0.650693807719606,-0.12891374528363714,-0.950348189003833,-0.5068157586381885,-1.3459888639747628,-1.0161724560437695,-1.3377008431198794,-1.1256340774626952
1717645376480,2024-06-06 10:42:56,-0.496869298283695,-0.5002024661253817,0.09291585463685433,-0.9228625260519742,-0.49558620155673183,-1.266790289557072,-1.0161724560437695,-1.3377008431198794,-1.2539040537892143
1717645456429,2024-06-06 10:44:16,-0.3674902854246093,-0.3747930147968614,0.02636697466070688,-0.8917121052950271,-0.5125745059562204,-1.266790289557072,-1.0161724560437695,-1.3377008431198794,-1.208163775136278
1717645536340,2024-06-06 10:45:36,-0.32182710441552026,-0.32462923426545326,0.02636697466070688,-0.8733883299937887,-0.5286989976918952,-1.266790289557072,-1.0161724560437695,-1.3377008431198794,-1.1080450937709425
1717645616368,2024-06-06 10:46:56,-0.2761639234064312,-0.27446545373404513,-0.12891374528363714,-0.8587293056355384,-0.49702588932975234,-1.266790289557072,-1.0161724560437695,-1.3377008431198794,-1.1206361096915964
1717645696228,2024-06-06 10:48:16,-0.5653640697973286,-0.5754481369224939,-0.08454782529953885,-0.8422379092368416,-0.5263954991420885,-1.1874996590434646,-1.0161724560437695,-1.3377008431198794,-1.036816700735314
1717645776168,2024-06-06 10:49:36,-0.496869298283695,-0.5002024661253817,-0.15109670527568628,-0.8367407793913093,-0.5540374836267968,-1.1081141864006947,-1.0161724560437695,-1.2557864739951818,-1.0194723524163558
1717645856115,2024-06-06 10:50:56,-0.3522692250882463,-0.3497111245311573,-0.19546262525978458,-0.8147522462849828,-0.5295628084686814,-1.1874996590434646,-1.0161724560437695,-1.2557864739951818,-1.1156929381097804
1717645936061,2024-06-06 10:52:16,-0.29899551391097573,-0.2995473439997492,-0.08454782529953885,-0.798260849886286,-0.5756327851258962,-1.1081141864006947,-1.0161724560437695,-1.2557864739951818,-1.1486774182637172
1717646016043,2024-06-06 10:53:36,-0.32182710441552026,-0.32462923426545326,-0.062364865307489706,-0.7927637131786561,-0.6395548769593858,-1.1081141864006947,-1.0161724560437695,-1.1737786690371166,-0.9381955711908607
1717646095942,2024-06-06 10:54:55,-0.3674902854246093,-0.3747930147968614,-0.12891374528363714,-0.7872665833331238,-0.6594225531308628,-1.1081141864006947,-1.0161724560437695,-1.1737786690371166,-0.9974905272028797
1717646175966,2024-06-06 10:56:15,-0.4055429362655169,-0.4249567953282695,-0.19546262525978458,-0.7890989622356656,-0.6623019267898788,-1.1081141864006947,-1.0161724560437695,-1.2557864739951818,-1.0685294771176337
1717646255882,2024-06-06 10:57:35,-0.4740377077791505,-0.47512057585967765,-0.23982854524388286,-0.7909313411382096,-0.6533758682582288,-1.1081141864006947,-1.0161724560437695,-1.1737786690371166,-1.1888028605624565
1717646335776,2024-06-06 10:58:55,-0.4550113823586967,-0.4500386855939736,-0.23982854524388286,-0.7927637131786561,-0.674107357093517,-1.0286338716287673,-1.0161724560437695,-1.1737786690371166,-1.0585444979402996
1717646415730,2024-06-06 11:00:15,-0.4321797918541522,-0.4500386855939736,-0.17327966526773544,-0.7744399378774177,-0.6476171209401995,-1.1081141864006947,-1.0161724560437695,-1.1737786690371166,-1.0433235727547947
1717646495666,2024-06-06 11:01:35,-0.3712955505087001,-0.3747930147968614,-0.15109670527568628,-0.7817694534875892,-0.6407066252907767,-1.1081141864006947,-1.0161724560437695,-1.1737786690371166,-1.0380860568610415
1717646575593,2024-06-06 11:02:55,-0.4321797918541522,-0.4500386855939736,-0.23982854524388286,-0.7799370745850475,-0.596652211515789,-1.0286338716287673,-1.0161724560437695,-1.091671685536784,-0.9073509538480173
1717646655584,2024-06-06 11:04:15,-0.35607449017233705,-0.3747930147968614,-0.21764558525183372,-0.7799370745850475,-0.5811035948893235,-1.0286338716287673,-1.0161724560437695,-1.1737786690371166,-0.9114228368798839
1717646735503,2024-06-06 11:05:35,-0.3712955505087001,-0.3747930147968614,-0.28419446522798114,-0.7781046956825034,-0.5667067265942463,-1.1081141864006947,-1.0161724560437695,-1.091671685536784,-0.9756648758487763
1717646815429,2024-06-06 11:06:55,-0.4740377077791505,-0.47512057585967765,-0.28419446522798114,-0.768942808031883,-0.6058662057150186,-1.1081141864006947,-1.0161724560437695,-1.091671685536784,-1.0245724797221274
1717646895398,2024-06-06 11:08:15,-0.7175746731609588,-0.7259394785167183,-0.3063774252200303,-0.7487866538281005,-0.6666209863348875,-1.1081141864006947,-1.0161724560437695,-1.1737786690371166,-1.0305024054514578
1717646975300,2024-06-06 11:09:35,-0.6719114921518697,-0.6757756979853101,-0.106730785291588,-0.7542837836736327,-0.6954147210380145,-1.1081141864006947,-1.0161724560437695,-1.091671685536784,-1.10881226709869
1717647055255,2024-06-06 11:10:55,-0.5577535396291471,-0.5754481369224939,-0.08454782529953885,-0.7377923872749383,-0.7460916947948454,-1.0286338716287673,-1.0161724560437695,-1.091671685536784,-1.2061687358091946
1717647135192,2024-06-06 11:12:15,-0.5158956237041488,-0.5252843563910857,-0.04018190531544056,-0.7322952574294037,-0.7915857963428536,-1.0286338716287673,-1.0161724560437695,-1.091671685536784,-0.9537585939399174
1717647215173,2024-06-06 11:13:35,-0.47784297286324123,-0.47512057585967765,-0.01799894532339141,-0.7213009908762416,-0.7673990587393401,-1.0286338716287673,-1.0161724560437695,-1.091671685536784,-1.1913478359391336
1717647295087,2024-06-06 11:14:55,-0.7670431192541386,-0.7761032590481264,0.048549934652756026,-0.7158038541686117,-0.7921616714520602,-1.0286338716287673,-1.0161724560437695,-1.0094640765124077,-1.2230054221216724
1717647375035,2024-06-06 11:16:15,-0.6719114921518697,-0.6757756979853101,-0.15109670527568628,-0.730462878526862,-0.8031032890918872,-1.0286338716287673,-1.0161724560437695,-1.0094640765124077,-1.0902189157588391
1717647454999,2024-06-06 11:17:34,-0.5197008887882395,-0.5252843563910857,-0.19546262525978458,-0.7267981207217739,-0.7858270490248216,-0.9490628974337573,-1.0161724560437695,-1.091671685536784,-1.0823914128931829
1717647534941,2024-06-06 11:18:54,-0.4702324426950597,-0.47512057585967765,-0.19546262525978458,-0.7066419665179913,-0.7976324793284598,-1.0286338716287673,-1.0161724560437695,-1.0094640765124077,-1.1727760115270625
1717647614951,2024-06-06 11:20:14,-0.5006745633677857,-0.5002024661253817,-0.15109670527568628,-0.7084743454205354,-0.8258503408094051,-0.9490628974337573,-1.0161724560437695,-1.0094640765124077,-1.2492724501136965
1717647694806,2024-06-06 11:21:34,-0.5006745633677857,-0.5002024661253817,-0.08454782529953885,-0.6956477068269268,-0.8344884598994228,-1.0286338716287673,-1.0161724560437695,-1.0094640765124077,-1.1068962945971952
1717647774744,2024-06-06 11:22:54,-0.3674902854246093,-0.3747930147968614,-0.04018190531544056,-0.6919829490218387,-0.7892822977930469,-0.9490628974337573,-1.0161724560437695,-1.091671685536784,-1.1359137908581889
1717647854680,2024-06-06 11:24:14,-0.26474812815415893,-0.27446545373404513,0.13728177462095262,-0.6718267948180561,-0.8215312793773686,-0.9490628974337573,-1.0161724560437695,-1.0094640765124077,-1.0293356008187644
1717647934629,2024-06-06 11:25:34,-0.16961650105189008,-0.17413789267122887,0.2260136145891492,-0.660832528264894,-0.8445662686494912,-0.9490628974337573,-1.0161724560437695,-1.0094640765124077,-0.8424983073691108
1717648014552,2024-06-06 11:26:54,-0.12775858512689178,-0.12397411213982074,0.2703795345732475,-0.631514486410491,-0.8284417769138165,-0.9490628974337573,-1.0161724560437695,-1.0094640765124077,-1.0390395437991902
1717648094531,2024-06-06 11:28:14,-0.24191653764961443,-0.24938356346834106,0.2260136145891492,-0.6388439951585674,-0.8583872599483315,-1.0286338716287673,-1.0161724560437695,-0.9271572814093998,-1.113200803234857
1717648174459,2024-06-06 11:29:34,-0.5653640697973286,-0.5754481369224939,0.1816476946050509,-0.6150230900117942,-0.8670253809253768,-0.9490628974337573,-1.0161724560437695,-1.0094640765124077,-1.0331354503831958
1717648254411,2024-06-06 11:30:54,-0.3332428996677925,-0.3497111245311573,0.15946473461300176,-0.6076935812637179,-0.8661615682615657,-0.8693956917491774,-1.0161724560437695,-1.0094640765124077,-1.0715703742192066
1717648334543,2024-06-06 11:32:14,-0.3674902854246093,-0.3747930147968614,0.11509881462890346,-0.6076935812637179,-0.8765273145662361,-0.9490628974337573,-1.0161724560437695,-1.0094640765124077,-1.1361415925428442
1717648414308,2024-06-06 11:33:34,-0.45881664744278744,-0.47512057585967765,0.02636697466070688,-0.609525960166262,-0.9197179156774098,-0.8693956917491774,-1.0161724560437695,-1.0094640765124077,-1.1518369145776035
1717648494329,2024-06-06 11:34:54,-0.6224430460586899,-0.625611917453902,-0.15109670527568628,-0.5985316936130974,-0.9326750961994666,-0.9490628974337573,-1.0161724560437695,-0.9271572814093998,-0.9680099885722699
1717648574174,2024-06-06 11:36:14,-0.5006745633677857,-0.5002024661253817,-0.04018190531544056,-0.5985316936130974,-0.913383295137199,-0.9490628974337573,-1.0161724560437695,-0.9271572814093998,-1.0628739325016288
1717648654137,2024-06-06 11:37:34,-0.48164823794733197,-0.5002024661253817,0.004184014668657735,-0.6058612023611738,-0.8724961906888042,-0.8693956917491774,-1.0161724560437695,-0.9271572814093998,-0.7875605759714226
1717648734074,2024-06-06 11:38:54,-0.3484639600041556,-0.3497111245311573,0.004184014668657735,-0.5893698059624795,-0.8097258490737304,-0.8693956917491774,-1.0161724560437695,-0.9271572814093998,-0.8068240283544865
1717648814027,2024-06-06 11:40:14,-0.3484639600041556,-0.3497111245311573,-0.04018190531544056,-0.5710460306612386,-0.7849632363610104,-0.8693956917491774,-1.0161724560437695,-0.9271572814093998,-0.6529653438919079
1717648893968,2024-06-06 11:41:33,-0.3674902854246093,-0.3747930147968614,-0.062364865307489706,-0.5545546274004467,-0.8324728989042206,-0.7896308505897651,-1.0161724560437695,-0.9271572814093998,-0.905353566875045
1717648973904,2024-06-06 11:42:53,-0.5881956603018731,-0.6005300271881979,-0.08454782529953885,-0.5508898764574561,-0.8765273145662361,-0.9490628974337573,-1.0161724560437695,-0.9271572814093998,-1.0292416600968424
1717649053879,2024-06-06 11:44:13,-0.44359558710642444,-0.4500386855939736,-0.106730785291588,-0.5545546274004467,-0.8566596365077341,-0.8693956917491774,-1.0161724560437695,-0.9271572814093998,-0.9804722266760557
