Timestamp;Date time;ccseCO2;ccsTVOC;scdCO2;scdTEMP;scdHUMID;H2S_concentration;H2S_boardtemp;NH3_concentration;NH3_boardtemp;CH4ppm;CH4RAWppm;HCHOmg/m3;TVOCppm
1719340797370;2024-06-26 01:39:57;400;0;449;28.75602722;91.37420654;0;31.43226051;2.317328691;31.86831856;0;20.91853333;;
1719340877308;2024-06-26 01:41:17;400;0;463;28.69194031;91.04309082;0;31.32356834;3.113469362;31.86831856;0;20.76204681;;
1719340957246;2024-06-26 01:42:37;400;0;448;28.70529175;90.74249268;0;31.32356834;2.317328691;31.86831856;0;21.09395218;;
1719341037195;2024-06-26 01:43:57;400;0;455;28.65188599;91.08581543;0;31.32356834;3.113469362;31.75910568;0;21.49880219;;
1719341117123;2024-06-26 01:45:17;400;0;464;28.61450195;91.67633057;0;31.32356834;3.113469362;31.75910568;0;20.84143066;;
1719341197062;2024-06-26 01:46:37;400;0;466;28.56109619;92.06542969;0;31.21500587;3.113469362;31.65002441;0;21.60538101;;
1719341277000;2024-06-26 01:47:57;400;0;474;28.52638245;92.52319336;0;31.32356834;3.113469362;31.75910568;0;21.51467705;;
1719341356939;2024-06-26 01:49:16;400;0;461;28.5370636;92.85430908;0;31.21500587;3.113469362;31.65002441;0;21.9466362;;
1719341436889;2024-06-26 01:50:36;400;0;472;28.54507446;93.21289063;0;31.21500587;3.113469362;31.65002441;0;22.64040184;;
1719341516819;2024-06-26 01:51:56;400;0;468;28.52371216;93.46008301;0;31.21500587;3.113469362;31.75910568;0;22.59664536;;
1719341596757;2024-06-26 01:53:16;400;0;459;28.52905273;93.66149902;0;31.32356834;2.317328691;31.65002441;0;21.86029434;;
1719341676705;2024-06-26 01:54:36;400;0;461;28.51303101;93.87512207;0;31.21500587;3.113469362;31.65002441;0;21.68834114;;
1719341756635;2024-06-26 01:55:56;400;0;458;28.50769043;94.01702881;0;31.21500587;3.113469362;31.65002441;0;21.81159401;;
1719341836565;2024-06-26 01:57:16;400;0;463;28.56109619;94.17877197;0;31.21500587;3.113469362;31.65002441;0;21.77419662;;
1719341916505;2024-06-26 01:58:36;400;0;455;28.54774475;94.39239502;0;31.32356834;3.113469362;31.54107666;0;21.62626076;;
1719341996444;2024-06-26 01:59:56;400;0;454;28.56109619;94.42901611;0;31.21500587;3.113469362;31.65002441;0;21.14334106;;
1719342076383;2024-06-26 02:01:16;400;0;462;28.55041504;94.41375732;0;31.32356834;3.113469362;31.65002441;0;21.68033028;;
1719342156323;2024-06-26 02:02:36;400;0;472;28.58779907;94.40155029;0;31.32356834;3.113469362;31.54107666;0;21.68300819;;
1719342236263;2024-06-26 02:03:56;400;0;466;28.61717224;94.30236816;0;31.21500587;3.113469362;31.65002441;0;21.34464645;;
1719342316192;2024-06-26 02:05:16;400;0;443;28.59313965;94.11621094;0;31.32356834;2.317328691;31.65002441;0;21.35778618;;
1719342396132;2024-06-26 02:06:36;400;0;445;28.57711792;93.77288818;0;31.32356834;2.317328691;31.65002441;0;21.38145447;;
1719342476071;2024-06-26 02:07:56;400;0;449;28.5584259;93.74389648;0;31.32356834;2.317328691;31.65002441;0;21.76884079;;
1719342556019;2024-06-26 02:09:16;400;0;454;28.55041504;93.52111816;0;31.32356834;2.317328691;31.54107666;0;21.75813103;;
1719342635950;2024-06-26 02:10:35;400;0;451;28.58512878;93.42498779;0;31.1065731;2.317328691;31.65002441;0;21.7661705;;
1719342715891;2024-06-26 02:11:55;400;0;442;28.55575562;93.35784912;0;31.21500587;2.317328691;31.65002441;0;21.83296013;;
1719342795829;2024-06-26 02:13:15;400;0;455;28.52104187;93.18847656;0;31.1065731;2.317328691;31.65002441;0;21.07214546;;
1719342875770;2024-06-26 02:14:35;400;0;457;28.50234985;93.05725098;0;31.21500587;2.317328691;31.54107666;0;21.18766403;;
1719342955711;2024-06-26 02:15:55;400;0;427;28.4916687;92.89855957;0;31.21500587;2.317328691;31.65002441;0;21.33415031;;
1719343035643;2024-06-26 02:17:15;400;0;456;28.50234985;92.73529053;0;31.21500587;2.317328691;31.54107666;0;21.35253334;;
1719343115591;2024-06-26 02:18:35;400;0;450;28.48899841;92.61779785;0;31.1065731;2.317328691;31.54107666;0;21.1772213;;
1719343195525;2024-06-26 02:19:55;400;0;447;28.45695496;92.48352051;0;31.21500587;1.521188021;31.54107666;0;21.71447372;;
1719343275472;2024-06-26 02:21:15;400;0;456;28.43292236;92.43469238;0;31.1065731;2.317328691;31.54107666;0;21.25736427;;
1719343355411;2024-06-26 02:22:35;400;0;457;28.41423035;92.46673584;0;31.1065731;2.317328691;31.54107666;0;20.75949287;;
1719343435350;2024-06-26 02:23:55;400;0;463;28.42758179;92.4118042;0;31.1065731;2.317328691;31.54107666;0;21.4269104;;
1719343515272;2024-06-26 02:25:15;400;0;450;28.4462738;92.40875244;0;31.1065731;2.317328691;31.54107666;0;21.18076134;;
1719343595223;2024-06-26 02:26:35;400;0;447;28.40621948;92.36450195;0;31.1065731;2.317328691;31.43226051;0;21.65524864;;
1719343675152;2024-06-26 02:27:55;400;0;456;28.43025208;92.42706299;0;31.1065731;2.317328691;31.54107666;0;21.42954636;;
1719343755092;2024-06-26 02:29:15;400;0;446;28.37684631;92.47436523;0;31.1065731;2.317328691;31.54107666;0;21.6476059;;
1719343835032;2024-06-26 02:30:35;400;0;459;28.38485718;92.48962402;0;31.1065731;2.317328691;31.43226051;0;21.59209061;;
1719343914974;2024-06-26 02:31:54;400;0;462;28.42224121;92.33856201;0;30.99826622;2.317328691;31.54107666;0;21.68834114;;
1719343994893;2024-06-26 02:33:14;400;0;445;28.38485718;92.237854;0;30.99826622;1.521188021;31.54107666;0;21.61294365;;
1719344074832;2024-06-26 02:34:34;400;0;442;28.38218689;92.14324951;0;31.1065731;1.521188021;31.43226051;0;21.76884079;;
1719344154772;2024-06-26 02:35:54;400;0;444;28.36349487;92.09594727;0;31.1065731;1.521188021;31.43226051;0;21.24867058;;
1719344234711;2024-06-26 02:37:14;400;0;458;28.36616516;92.05322266;0;31.1065731;1.521188021;31.54107666;0;21.43482208;;
1719344314651;2024-06-26 02:38:34;400;0;468;28.40888977;91.94793701;0;31.1065731;1.521188021;31.43226051;0;21.86029434;;
1719344394591;2024-06-26 02:39:54;400;0;451;28.38485718;91.9631958;0;31.1065731;1.521188021;31.43226051;0;21.4971447;;
1719344474521;2024-06-26 02:41:14;400;0;451;28.3581543;91.99981689;0;31.1065731;1.521188021;31.54107666;0;21.86837196;;
1719344554469;2024-06-26 02:42:34;400;0;454;28.34747314;92.04101563;0;31.1065731;2.317328691;31.43226051;0;21.60272598;;
1719344634391;2024-06-26 02:43:54;400;0;447;28.33946228;92.01049805;0;30.99826622;2.317328691;31.43226051;0;21.26521301;;
1719344714341;2024-06-26 02:45:14;400;0;440;28.38752747;91.9921875;0;31.1065731;2.317328691;31.43226051;0;21.68834114;;
1719344794281;2024-06-26 02:46:34;400;0;452;28.35548401;91.94946289;0;30.99826622;1.521188021;31.43226051;0;21.87106133;;
1719344874221;2024-06-26 02:47:54;400;0;454;28.36616516;92.00286865;0;31.1065731;1.521188021;31.54107666;0;21.38145447;;
1719344954152;2024-06-26 02:49:14;400;0;456;28.33145142;92.14477539;0;30.99826622;2.317328691;31.43226051;0;21.85491753;;
1719345034083;2024-06-26 02:50:34;400;0;450;28.35281372;92.18597412;0;31.1065731;2.317328691;31.43226051;0;22.13659286;;
1719345114025;2024-06-26 02:51:54;400;0;469;28.38485718;92.24395752;0;30.99826622;2.317328691;31.43226051;0;21.51998138;;
1719345193957;2024-06-26 02:53:13;400;0;462;28.38485718;92.2164917;0;31.1065731;2.317328691;31.43226051;0;21.87376213;;
1719345273904;2024-06-26 02:54:33;400;0;468;28.36616516;92.26226807;0;31.1065731;1.521188021;31.54107666;0;22.36965752;;
1719345353838;2024-06-26 02:55:53;400;0;472;28.36082458;92.23175049;0;31.1065731;2.317328691;31.54107666;0;21.6990242;;
1719345433777;2024-06-26 02:57:13;400;0;465;28.34480286;92.46673584;0;31.1065731;3.113469362;31.54107666;0;21.68834114;;
1719345513726;2024-06-26 02:58:33;400;0;463;28.41690063;92.48199463;0;31.1065731;3.113469362;31.54107666;0;21.17294884;;
1719345593668;2024-06-26 02:59:53;400;0;490;28.44360352;92.44384766;0;31.1065731;3.113469362;31.54107666;0;21.59119987;;
1719345673606;2024-06-26 03:01:13;400;0;485;28.42758179;92.59185791;0;31.1065731;3.113469362;31.54107666;0;21.5083046;;
1719345753550;2024-06-26 03:02:33;400;0;471;28.41156006;92.45300293;0;31.21500587;2.317328691;31.54107666;0;21.4321804;;
1719345833487;2024-06-26 03:03:53;400;0;463;28.41423035;92.43164063;0;31.1065731;2.317328691;31.43226051;0;21.77687263;;
1719345913419;2024-06-26 03:05:13;400;0;468;28.4462738;92.35076904;0;31.21500587;2.317328691;31.54107666;0;22.08498001;;
1719345993349;2024-06-26 03:06:33;400;0;471;28.47564697;92.35076904;0;31.1065731;2.317328691;31.54107666;0;21.59740067;;
1719346073303;2024-06-26 03:07:53;400;0;464;28.45962524;92.3324585;0;31.1065731;2.317328691;31.54107666;0;21.47385406;;
1719346153241;2024-06-26 03:09:13;400;0;460;28.42224121;92.39654541;0;31.21500587;2.317328691;31.54107666;0;21.44010162;;
1719346233188;2024-06-26 03:10:33;400;0;459;28.44894409;92.27294922;0;31.21500587;2.317328691;31.54107666;0;21.42427635;;
1719346313120;2024-06-26 03:11:53;400;0;461;28.48098755;92.11425781;0;31.1065731;2.317328691;31.54107666;0;21.37215424;;
1719346393060;2024-06-26 03:13:13;400;0;448;28.47564697;92.09899902;0;31.21500587;2.317328691;31.54107666;0;21.35514832;;
1719346473002;2024-06-26 03:14:33;400;0;456;28.47297668;92.01965332;0;31.21500587;2.317328691;31.54107666;0;21.45146751;;
1719346552940;2024-06-26 03:15:52;400;0;467;28.44894409;91.89910889;0;31.1065731;1.521188021;31.54107666;0;21.43482208;;
1719346632860;2024-06-26 03:17:12;400;0;455;28.47564697;91.92657471;0;31.21500587;2.317328691;31.54107666;0;21.18076134;;
1719346712820;2024-06-26 03:18:32;400;0;449;28.44894409;91.84112549;0;31.1065731;2.317328691;31.54107666;0;21.34464645;;
1719346792768;2024-06-26 03:19:52;400;0;440;28.49433899;91.80908203;0;31.21500587;2.317328691;31.54107666;0;21.6776638;;
1719346872690;2024-06-26 03:21:12;400;0;439;28.48632813;91.73583984;0;31.21500587;1.521188021;31.65002441;0;21.58008575;;
1719346952642;2024-06-26 03:22:32;400;0;442;28.4916687;91.72210693;0;31.21500587;2.317328691;31.54107666;0;21.34464645;;
1719347032594;2024-06-26 03:23:52;400;0;444;28.49433899;91.80145264;0;31.21500587;2.317328691;31.54107666;0;21.36687469;;
1719347112530;2024-06-26 03:25:12;400;0;445;28.47564697;91.66870117;0;31.21500587;2.317328691;31.65002441;0;21.68300819;;
1719347192461;2024-06-26 03:26:32;400;0;466;28.53172302;91.6015625;0;31.21500587;2.317328691;31.54107666;0;21.76884079;;
1719347272412;2024-06-26 03:27:52;400;0;453;28.52905273;91.59393311;0;31.21500587;1.521188021;31.54107666;0;21.66291237;;
1719347352343;2024-06-26 03:29:12;400;0;454;28.49433899;91.52984619;0;31.21500587;1.521188021;31.54107666;0;21.62667084;;
1719347432305;2024-06-26 03:30:32;400;0;431;28.48632813;91.52679443;0;31.21500587;1.521188021;31.54107666;0;21.7661705;;
1719347512235;2024-06-26 03:31:52;400;0;433;28.47564697;91.49627686;0;31.21500587;1.521188021;31.54107666;0;21.80620766;;
1719347592167;2024-06-26 03:33:12;400;0;443;28.51303101;91.42608643;0;31.21500587;1.521188021;31.54107666;0;21.85491753;;
1719347672108;2024-06-26 03:34:32;400;0;441;28.53172302;91.41540527;0;31.21500587;1.521188021;31.54107666;0;22.00086021;;
1719347752049;2024-06-26 03:35:52;400;0;451;28.50502014;91.41693115;0;31.21500587;1.521188021;31.54107666;0;21.54864883;;
1719347831990;2024-06-26 03:37:11;400;0;427;28.4916687;91.47186279;0;31.21500587;1.521188021;31.65002441;0;21.59740067;;
1719347911931;2024-06-26 03:38:31;400;0;455;28.47831726;91.51153564;0;31.21500587;2.317328691;31.54107666;0;21.77687263;;
1719347991873;2024-06-26 03:39:51;400;0;461;28.52905273;91.51611328;0;31.21500587;2.317328691;31.65002441;0;21.60272598;;
1719348071815;2024-06-26 03:41:11;400;0;442;28.5370636;91.48101807;0;31.21500587;1.521188021;31.54107666;0;22.26808929;;
1719348151759;2024-06-26 03:42:31;400;0;457;28.53439331;91.43066406;0;31.21500587;1.521188021;31.65002441;0;21.64264488;;
1719348231692;2024-06-26 03:43:51;400;0;450;28.51570129;91.55578613;0;31.21500587;2.317328691;31.65002441;0;21.6213398;;
1719348311615;2024-06-26 03:45:11;400;0;454;28.50502014;91.46728516;0;31.1065731;2.317328691;31.65002441;0;22.02235603;;
1719348391546;2024-06-26 03:46:31;400;0;463;28.55041504;91.355896;0;31.21500587;1.521188021;31.65002441;0;21.65864372;;
1719348471498;2024-06-26 03:47:51;400;0;462;28.52371216;91.4855957;0;31.21500587;2.317328691;31.54107666;0;21.60538101;;
1719348551515;2024-06-26 03:49:11;400;0;452;28.50769043;91.48864746;0;31.21500587;2.317328691;31.54107666;0;21.8952446;;
1719348631359;2024-06-26 03:50:31;400;0;449;28.51570129;91.57714844;0;31.1065731;2.317328691;31.65002441;0;21.68033028;;
1719348711308;2024-06-26 03:51:51;400;0;468;28.51303101;91.69158936;0;31.21500587;2.317328691;31.54107666;0;21.83879852;;
1719348791228;2024-06-26 03:53:11;400;0;464;28.55308533;91.62139893;0;31.21500587;2.317328691;31.54107666;0;21.72307587;;
1719348871169;2024-06-26 03:54:31;400;0;458;28.54240417;91.70379639;0;31.1065731;2.317328691;31.65002441;0;21.34464645;;
1719348951108;2024-06-26 03:55:51;400;0;456;28.53973389;91.78924561;0;31.21500587;3.113469362;31.65002441;0;21.11212921;;
1719349031033;2024-06-26 03:57:11;400;0;470;28.53973389;91.72515869;0;31.21500587;2.317328691;31.65002441;0;21.26521301;;
1719349110979;2024-06-26 03:58:30;400;0;467;28.51837158;91.73583984;0;31.21500587;2.317328691;31.65002441;0;21.6696682;;
1719349190895;2024-06-26 03:59:50;400;0;465;28.5824585;91.71295166;0;31.21500587;2.317328691;31.65002441;0;21.68567467;;
1719349270843;2024-06-26 04:01:10;400;0;473;28.57978821;91.7755127;0;31.21500587;3.113469362;31.65002441;0;21.50938034;;
1719349350770;2024-06-26 04:02:30;400;0;476;28.59046936;91.86401367;0;31.21500587;2.317328691;31.65002441;0;22.09604645;;
1719349430697;2024-06-26 04:03:50;400;0;468;28.59580994;91.85791016;0;31.21500587;2.317328691;31.65002441;0;21.27307129;;
1719349510625;2024-06-26 04:05:10;400;0;464;28.55041504;91.77703857;0;31.32356834;2.317328691;31.65002441;0;21.58145905;;
1719349590603;2024-06-26 04:06:30;400;0;471;28.5824585;91.76940918;0;31.32356834;2.317328691;31.65002441;0;21.84684563;;
1719349670502;2024-06-26 04:07:50;400;0;470;28.63052368;91.80603027;0;31.21500587;2.317328691;31.65002441;0;23.44259644;;
1719349750440;2024-06-26 04:09:10;400;0;474;28.59848022;91.78619385;0;31.32356834;2.317328691;31.65002441;0;21.93575287;;
1719349830379;2024-06-26 04:10:30;400;0;480;28.61717224;91.97540283;0;31.32356834;3.113469362;31.75910568;0;21.53271294;;
1719349910308;2024-06-26 04:11:50;400;0;466;28.61717224;92.10357666;0;31.32356834;3.909610033;31.65002441;0;21.1781559;;
1719349990247;2024-06-26 04:13:10;400;0;473;28.60115051;92.04406738;0;31.32356834;3.113469362;31.65002441;0;21.50938034;;
1719350070178;2024-06-26 04:14:30;400;0;463;28.64120483;91.93572998;0;31.32356834;3.113469362;31.75910568;0;21.59474564;;
1719350150116;2024-06-26 04:15:50;400;0;482;28.62518311;92.00439453;0;31.32356834;3.113469362;31.75910568;0;21.18597031;;
1719350230045;2024-06-26 04:17:10;400;0;475;28.65722656;92.1875;0;31.32356834;3.909610033;31.75910568;0;21.41571617;;
1719350309986;2024-06-26 04:18:29;400;0;469;28.62518311;92.14019775;0;31.43226051;3.113469362;31.75910568;0;21.25736427;;
1719350389925;2024-06-26 04:19:49;400;0;470;28.64387512;92.12188721;0;31.32356834;3.113469362;31.54107666;0;21.59209061;;
1719350469872;2024-06-26 04:21:09;400;0;466;28.68125916;92.00592041;0;31.32356834;3.113469362;31.75910568;0;21.18243599;;
1719350549793;2024-06-26 04:22:29;400;0;475;28.65188599;91.91741943;0;31.43226051;3.113469362;31.75910568;0;21.07473755;;
1719350629743;2024-06-26 04:23:49;400;0;462;28.66790771;91.76330566;0;31.32356834;2.317328691;31.75910568;0;21.04103851;;
1719350709673;2024-06-26 04:25:09;400;0;477;28.65188599;91.69006348;0;31.32356834;2.317328691;31.75910568;0;21.58942795;;
1719350789602;2024-06-26 04:26:29;400;0;474;28.63586426;91.72210693;0;31.43226051;2.317328691;31.75910568;0;21.67499924;;
1719350869542;2024-06-26 04:27:49;400;0;466;28.65722656;91.64733887;0;31.32356834;2.317328691;31.65002441;0;21.72011375;;
1719350949462;2024-06-26 04:29:09;400;0;459;28.65188599;91.58935547;0;31.43226051;2.317328691;31.65002441;0;21.47857666;;
1719351029414;2024-06-26 04:30:29;400;0;449;28.63853455;91.45965576;0;31.32356834;2.317328691;31.75910568;0;22.03611374;;
1719351109358;2024-06-26 04:31:49;400;0;460;28.61984253;91.47796631;0;31.32356834;2.317328691;31.75910568;0;21.50409126;;
